target,input_1,input_2,input_3,input_4,input_5,input_6,target_t-1,target_t-2,target_t-3,target_t-4,target_t-5,target_t-6,input_1_t-1,input_1_t-2,input_1_t-3,input_1_t-4,input_1_t-5,input_1_t-6,input_2_t-1,input_2_t-2,input_2_t-3,input_2_t-4,input_2_t-5,input_2_t-6,input_3_t-1,input_3_t-2,input_3_t-3,input_3_t-4,input_3_t-5,input_3_t-6,input_4_t-1,input_4_t-2,input_4_t-3,input_4_t-4,input_4_t-5,input_4_t-6,input_5_t-1,input_5_t-2,input_5_t-3,input_5_t-4,input_5_t-5,input_5_t-6,input_6_t-1,input_6_t-2,input_6_t-3,input_6_t-4,input_6_t-5,input_6_t-6
81.64043252635054,7992.520803044977,0.026205592898890906,4.041545047893724,99.99385536788574,11.251979255169196,48.52280360067364,79.59033992626645,80.22538605695242,79.25225370891825,72.30392911530205,80.40761256867222,73.14141981550598,7977.55678416417,7984.363756692706,7871.528768137324,7778.770114617411,7823.755318275235,7893.620475489921,0.14544815421021973,-0.029250853277781097,-0.08982761471211997,0.21231679870698095,0.013048726181597026,-0.05014037935322513,-3.7246125020314462,1.9070339631531787,-2.456375610739917,4.862240578631111,-2.6021721577820855,-1.0832454690340647,93.50041937248362,102.88331295173273,94.0260515531716,106.59703907092339,95.39601232276082,100.25403533792316,15.287439787605068,15.073851033460823,14.454626478311045,12.570870737695426,13.98265915379312,11.689817107251127,53.64566927289284,48.591037083534644,49.02838724977648,44.683193280295555,53.9388827115897,47.274060279578954
80.92905494110721,7811.06832977309,0.26562775872187583,-0.07956780864631163,91.3665955891367,14.359515804246017,54.54284087405945,81.64043252635054,79.59033992626645,80.22538605695242,79.25225370891825,72.30392911530205,80.40761256867222,7992.520803044977,7977.55678416417,7984.363756692706,7871.528768137324,7778.770114617411,7823.755318275235,0.026205592898890906,0.14544815421021973,-0.029250853277781097,-0.08982761471211997,0.21231679870698095,0.013048726181597026,4.041545047893724,-3.7246125020314462,1.9070339631531787,-2.456375610739917,4.862240578631111,-2.6021721577820855,99.99385536788574,93.50041937248362,102.88331295173273,94.0260515531716,106.59703907092339,95.39601232276082,11.251979255169196,15.287439787605068,15.073851033460823,14.454626478311045,12.570870737695426,13.98265915379312,48.52280360067364,53.64566927289284,48.591037083534644,49.02838724977648,44.683193280295555,53.9388827115897
72.04061505426378,7839.2568604706175,0.09215117931532557,-2.3392958817548113,102.20105874566919,18.088180825273085,49.22806511110615,80.92905494110721,81.64043252635054,79.59033992626645,80.22538605695242,79.25225370891825,72.30392911530205,7811.06832977309,7992.520803044977,7977.55678416417,7984.363756692706,7871.528768137324,7778.770114617411,0.26562775872187583,0.026205592898890906,0.14544815421021973,-0.029250853277781097,-0.08982761471211997,0.21231679870698095,-0.07956780864631163,4.041545047893724,-3.7246125020314462,1.9070339631531787,-2.456375610739917,4.862240578631111,91.3665955891367,99.99385536788574,93.50041937248362,102.88331295173273,94.0260515531716,106.59703907092339,14.359515804246017,11.251979255169196,15.287439787605068,15.073851033460823,14.454626478311045,12.570870737695426,54.54284087405945,48.52280360067364,53.64566927289284,48.591037083534644,49.02838724977648,44.683193280295555
72.28087590378722,7707.544742280566,0.019069899003218538,2.905231994077667,97.50797943404369,13.277245304926259,60.16715365772528,72.04061505426378,80.92905494110721,81.64043252635054,79.59033992626645,80.22538605695242,79.25225370891825,7839.2568604706175,7811.06832977309,7992.520803044977,7977.55678416417,7984.363756692706,7871.528768137324,0.09215117931532557,0.26562775872187583,0.026205592898890906,0.14544815421021973,-0.029250853277781097,-0.08982761471211997,-2.3392958817548113,-0.07956780864631163,4.041545047893724,-3.7246125020314462,1.9070339631531787,-2.456375610739917,102.20105874566919,91.3665955891367,99.99385536788574,93.50041937248362,102.88331295173273,94.0260515531716,18.088180825273085,14.359515804246017,11.251979255169196,15.287439787605068,15.073851033460823,14.454626478311045,49.22806511110615,54.54284087405945,48.52280360067364,53.64566927289284,48.591037083534644,49.02838724977648
73.67208576940862,7920.791331091527,-0.03483863213751537,-0.7526859665127468,95.85152295923791,13.88493336446707,53.488336353076924,72.28087590378722,72.04061505426378,80.92905494110721,81.64043252635054,79.59033992626645,80.22538605695242,7707.544742280566,7839.2568604706175,7811.06832977309,7992.520803044977,7977.55678416417,7984.363756692706,0.019069899003218538,0.09215117931532557,0.26562775872187583,0.026205592898890906,0.14544815421021973,-0.029250853277781097,2.905231994077667,-2.3392958817548113,-0.07956780864631163,4.041545047893724,-3.7246125020314462,1.9070339631531787,97.50797943404369,102.20105874566919,91.3665955891367,99.99385536788574,93.50041937248362,102.88331295173273,13.277245304926259,18.088180825273085,14.359515804246017,11.251979255169196,15.287439787605068,15.073851033460823,60.16715365772528,49.22806511110615,54.54284087405945,48.52280360067364,53.64566927289284,48.591037083534644
78.27722109898218,8149.734961674951,0.034293259288156186,-2.02561365047929,96.30548293973003,9.839102671071132,45.57279938334949,73.67208576940862,72.28087590378722,72.04061505426378,80.92905494110721,81.64043252635054,79.59033992626645,7920.791331091527,7707.544742280566,7839.2568604706175,7811.06832977309,7992.520803044977,7977.55678416417,-0.03483863213751537,0.019069899003218538,0.09215117931532557,0.26562775872187583,0.026205592898890906,0.14544815421021973,-0.7526859665127468,2.905231994077667,-2.3392958817548113,-0.07956780864631163,4.041545047893724,-3.7246125020314462,95.85152295923791,97.50797943404369,102.20105874566919,91.3665955891367,99.99385536788574,93.50041937248362,13.88493336446707,13.277245304926259,18.088180825273085,14.359515804246017,11.251979255169196,15.287439787605068,53.488336353076924,60.16715365772528,49.22806511110615,54.54284087405945,48.52280360067364,53.64566927289284
78.00191676268604,7891.51146999364,0.011188467178796735,2.7928907709060393,99.0808742397473,12.183896927677928,48.33808244750571,78.27722109898218,73.67208576940862,72.28087590378722,72.04061505426378,80.92905494110721,81.64043252635054,8149.734961674951,7920.791331091527,7707.544742280566,7839.2568604706175,7811.06832977309,7992.520803044977,0.034293259288156186,-0.03483863213751537,0.019069899003218538,0.09215117931532557,0.26562775872187583,0.026205592898890906,-2.02561365047929,-0.7526859665127468,2.905231994077667,-2.3392958817548113,-0.07956780864631163,4.041545047893724,96.30548293973003,95.85152295923791,97.50797943404369,102.20105874566919,91.3665955891367,99.99385536788574,9.839102671071132,13.88493336446707,13.277245304926259,18.088180825273085,14.359515804246017,11.251979255169196,45.57279938334949,53.488336353076924,60.16715365772528,49.22806511110615,54.54284087405945,48.52280360067364
82.00090642023366,7969.716218398816,0.010859993198426565,-2.354544284475134,96.68847525113306,11.664514641830596,39.306804585102796,78.00191676268604,78.27722109898218,73.67208576940862,72.28087590378722,72.04061505426378,80.92905494110721,7891.51146999364,8149.734961674951,7920.791331091527,7707.544742280566,7839.2568604706175,7811.06832977309,0.011188467178796735,0.034293259288156186,-0.03483863213751537,0.019069899003218538,0.09215117931532557,0.26562775872187583,2.7928907709060393,-2.02561365047929,-0.7526859665127468,2.905231994077667,-2.3392958817548113,-0.07956780864631163,99.0808742397473,96.30548293973003,95.85152295923791,97.50797943404369,102.20105874566919,91.3665955891367,12.183896927677928,9.839102671071132,13.88493336446707,13.277245304926259,18.088180825273085,14.359515804246017,48.33808244750571,45.57279938334949,53.488336353076924,60.16715365772528,49.22806511110615,54.54284087405945
79.96844072284293,8288.494759737214,0.22156526710117586,2.204542214689738,93.92988148733788,13.01273897116393,51.064578200440984,82.00090642023366,78.00191676268604,78.27722109898218,73.67208576940862,72.28087590378722,72.04061505426378,7969.716218398816,7891.51146999364,8149.734961674951,7920.791331091527,7707.544742280566,7839.2568604706175,0.010859993198426565,0.011188467178796735,0.034293259288156186,-0.03483863213751537,0.019069899003218538,0.09215117931532557,-2.354544284475134,2.7928907709060393,-2.02561365047929,-0.7526859665127468,2.905231994077667,-2.3392958817548113,96.68847525113306,99.0808742397473,96.30548293973003,95.85152295923791,97.50797943404369,102.20105874566919,11.664514641830596,12.183896927677928,9.839102671071132,13.88493336446707,13.277245304926259,18.088180825273085,39.306804585102796,48.33808244750571,45.57279938334949,53.488336353076924,60.16715365772528,49.22806511110615
77.66390350839279,7916.482028229657,0.08805153971818314,-1.64635251551708,88.05202263577706,14.234610104368025,48.02614153843294,79.96844072284293,82.00090642023366,78.00191676268604,78.27722109898218,73.67208576940862,72.28087590378722,8288.494759737214,7969.716218398816,7891.51146999364,8149.734961674951,7920.791331091527,7707.544742280566,0.22156526710117586,0.010859993198426565,0.011188467178796735,0.034293259288156186,-0.03483863213751537,0.019069899003218538,2.204542214689738,-2.354544284475134,2.7928907709060393,-2.02561365047929,-0.7526859665127468,2.905231994077667,93.92988148733788,96.68847525113306,99.0808742397473,96.30548293973003,95.85152295923791,97.50797943404369,13.01273897116393,11.664514641830596,12.183896927677928,9.839102671071132,13.88493336446707,13.277245304926259,51.064578200440984,39.306804585102796,48.33808244750571,45.57279938334949,53.488336353076924,60.16715365772528
83.17470077191122,8234.782017002099,-0.11625955744156258,2.555645990917599,104.12630529501493,12.827703934914215,49.78156008054325,77.66390350839279,79.96844072284293,82.00090642023366,78.00191676268604,78.27722109898218,73.67208576940862,7916.482028229657,8288.494759737214,7969.716218398816,7891.51146999364,8149.734961674951,7920.791331091527,0.08805153971818314,0.22156526710117586,0.010859993198426565,0.011188467178796735,0.034293259288156186,-0.03483863213751537,-1.64635251551708,2.204542214689738,-2.354544284475134,2.7928907709060393,-2.02561365047929,-0.7526859665127468,88.05202263577706,93.92988148733788,96.68847525113306,99.0808742397473,96.30548293973003,95.85152295923791,14.234610104368025,13.01273897116393,11.664514641830596,12.183896927677928,9.839102671071132,13.88493336446707,48.02614153843294,51.064578200440984,39.306804585102796,48.33808244750571,45.57279938334949,53.488336353076924
75.3544386836531,8245.773331840199,0.1373493045725338,-1.5392517028193033,94.98553125479806,10.72995867388004,58.57972538831665,83.17470077191122,77.66390350839279,79.96844072284293,82.00090642023366,78.00191676268604,78.27722109898218,8234.782017002099,7916.482028229657,8288.494759737214,7969.716218398816,7891.51146999364,8149.734961674951,-0.11625955744156258,0.08805153971818314,0.22156526710117586,0.010859993198426565,0.011188467178796735,0.034293259288156186,2.555645990917599,-1.64635251551708,2.204542214689738,-2.354544284475134,2.7928907709060393,-2.02561365047929,104.12630529501493,88.05202263577706,93.92988148733788,96.68847525113306,99.0808742397473,96.30548293973003,12.827703934914215,14.234610104368025,13.01273897116393,11.664514641830596,12.183896927677928,9.839102671071132,49.78156008054325,48.02614153843294,51.064578200440984,39.306804585102796,48.33808244750571,45.57279938334949
78.90732008264658,7952.811692061307,-0.27589160478778485,-1.7451532108469685,100.95973722723983,11.223048958414472,62.20186666537638,75.3544386836531,83.17470077191122,77.66390350839279,79.96844072284293,82.00090642023366,78.00191676268604,8245.773331840199,8234.782017002099,7916.482028229657,8288.494759737214,7969.716218398816,7891.51146999364,0.1373493045725338,-0.11625955744156258,0.08805153971818314,0.22156526710117586,0.010859993198426565,0.011188467178796735,-1.5392517028193033,2.555645990917599,-1.64635251551708,2.204542214689738,-2.354544284475134,2.7928907709060393,94.98553125479806,104.12630529501493,88.05202263577706,93.92988148733788,96.68847525113306,99.0808742397473,10.72995867388004,12.827703934914215,14.234610104368025,13.01273897116393,11.664514641830596,12.183896927677928,58.57972538831665,49.78156008054325,48.02614153843294,51.064578200440984,39.306804585102796,48.33808244750571
